customer_id,order_count,first_order_date,customer_type
CUST_1742,1,2024-09-15,New
CUST_1743,2,2023-10-25,Returning
CUST_1744,1,2024-07-21,New
CUST_1745,1,2024-06-08,New
CUST_1748,1,2024-09-17,New
CUST_1751,2,2024-03-28,Returning
CUST_1753,1,2024-03-16,New
CUST_1757,3,2023-11-10,Returning
CUST_1758,2,2024-01-06,Returning
CUST_1759,1,2023-10-11,New
CUST_1763,1,2024-09-29,New
CUST_1764,3,2024-01-07,Returning
CUST_1765,1,2024-08-18,New
CUST_1766,2,2023-12-20,Returning
CUST_1768,3,2024-03-15,Returning
CUST_1769,3,2023-10-11,Returning
CUST_1772,1,2024-01-05,New
CUST_1774,1,2024-03-05,New
CUST_1777,1,2024-08-06,New
CUST_1778,1,2024-06-19,New
CUST_1783,1,2023-12-12,New
CUST_1787,2,2023-10-20,Returning
CUST_1788,1,2024-05-09,New
CUST_1792,2,2024-03-05,Returning
CUST_1793,2,2024-01-22,Returning
CUST_1795,1,2023-10-07,New
CUST_1802,1,2023-12-27,New
CUST_1804,1,2023-12-11,New
CUST_1807,1,2024-04-25,New
CUST_1809,1,2024-03-01,New
CUST_1812,1,2024-08-28,New
CUST_1813,1,2023-11-09,New
CUST_1816,1,2024-04-04,New
CUST_1817,2,2023-10-22,Returning
CUST_1819,2,2024-03-29,Returning
CUST_1820,1,2023-11-23,New
CUST_1822,1,2024-02-12,New
CUST_1827,1,2023-10-10,New
CUST_1833,2,2024-02-11,Returning
CUST_1834,1,2023-12-05,New
CUST_1835,1,2023-11-05,New
CUST_1837,1,2024-06-27,New
CUST_1843,1,2024-05-18,New
CUST_1844,1,2024-07-27,New
CUST_1847,1,2024-07-09,New
CUST_1849,1,2024-02-15,New
CUST_1850,1,2024-05-05,New
CUST_1853,1,2024-04-30,New
CUST_1855,1,2024-04-22,New
CUST_1862,1,2024-08-15,New
CUST_1863,1,2024-05-06,New
CUST_1866,1,2024-09-11,New
CUST_1867,1,2024-05-29,New
CUST_1873,1,2023-11-10,New
CUST_1874,1,2024-04-09,New
CUST_1875,2,2024-02-25,Returning
CUST_1876,2,2023-10-21,Returning
CUST_1877,1,2024-03-25,New
CUST_1881,1,2023-11-09,New
CUST_1886,1,2024-06-06,New
CUST_1888,1,2024-02-12,New
CUST_1890,1,2024-09-14,New
CUST_1892,1,2023-12-31,New
CUST_1894,1,2023-11-07,New
CUST_1895,1,2024-04-04,New
CUST_1897,1,2024-01-24,New
CUST_1898,1,2024-04-15,New
CUST_1900,1,2024-03-10,New
CUST_1906,1,2023-12-22,New
CUST_1907,1,2024-04-01,New
CUST_1908,1,2024-04-27,New
CUST_1914,1,2024-07-28,New
CUST_1916,1,2023-12-19,New
CUST_1920,1,2023-11-24,New
CUST_1922,1,2023-10-17,New
CUST_1923,1,2023-11-10,New
CUST_1924,2,2024-06-21,Returning
CUST_1929,2,2023-11-13,Returning
CUST_1932,1,2024-09-24,New
CUST_1933,1,2023-12-30,New
CUST_1938,1,2024-07-29,New
CUST_1939,1,2024-08-20,New
CUST_1941,1,2024-06-05,New
CUST_1942,1,2024-02-23,New
CUST_1943,1,2024-03-16,New
CUST_1949,2,2023-11-21,Returning
CUST_1951,1,2024-01-21,New
CUST_1955,2,2024-02-06,Returning
CUST_1957,2,2024-03-06,Returning
CUST_1958,1,2023-10-08,New
CUST_1959,1,2023-12-04,New
CUST_1962,1,2024-02-12,New
CUST_1967,1,2024-09-10,New
CUST_1971,1,2024-07-17,New
CUST_1980,1,2024-02-14,New
CUST_1982,1,2024-09-16,New
CUST_1983,1,2023-10-06,New
CUST_1984,1,2024-03-23,New
CUST_1988,1,2023-12-17,New
CUST_1989,1,2024-05-14,New
CUST_1994,1,2024-06-23,New
CUST_1999,1,2024-04-17,New
CUST_2001,1,2024-06-03,New
CUST_2002,1,2024-09-07,New
CUST_2007,2,2023-10-11,Returning
CUST_2011,1,2024-08-02,New
CUST_2015,1,2024-04-17,New
CUST_2017,1,2024-01-17,New
CUST_2019,1,2024-06-06,New
CUST_2020,1,2024-03-25,New
CUST_2023,1,2023-11-15,New
CUST_2024,2,2023-10-27,Returning
CUST_2026,1,2024-07-22,New
CUST_2028,1,2024-08-26,New
CUST_2029,1,2024-04-11,New
CUST_2036,1,2024-09-21,New
CUST_2040,2,2023-11-18,Returning
CUST_2043,1,2024-07-13,New
CUST_2047,2,2024-02-23,Returning
CUST_2049,2,2024-06-24,Returning
CUST_2050,2,2023-12-09,Returning
CUST_2051,2,2024-06-28,Returning
CUST_2052,1,2024-01-25,New
CUST_2053,1,2023-12-07,New
CUST_2055,1,2024-07-26,New
CUST_2057,1,2024-01-23,New
CUST_2058,1,2023-10-14,New
CUST_2064,1,2023-11-26,New
CUST_2065,2,2024-05-18,Returning
CUST_2071,1,2023-10-12,New
CUST_2073,2,2024-07-17,Returning
CUST_2078,2,2024-01-19,Returning
CUST_2080,1,2024-01-30,New
CUST_2082,1,2023-10-07,New
CUST_2083,1,2024-08-20,New
CUST_2084,2,2024-09-12,Returning
CUST_2086,1,2024-02-01,New
CUST_2088,1,2023-12-29,New
CUST_2090,1,2024-05-08,New
CUST_2093,1,2024-03-03,New
CUST_2096,1,2024-04-14,New
CUST_2097,1,2024-04-01,New
CUST_2099,1,2024-09-28,New
CUST_2102,1,2024-06-06,New
CUST_2104,1,2024-04-24,New
CUST_2107,1,2024-03-11,New
CUST_2108,1,2024-04-28,New
CUST_2109,1,2024-07-17,New
CUST_2111,1,2024-09-18,New
CUST_2113,2,2024-05-11,Returning
CUST_2114,1,2023-12-13,New
CUST_2115,1,2024-04-16,New
CUST_2116,2,2024-04-21,Returning
CUST_2117,1,2023-12-12,New
CUST_2122,1,2024-09-04,New
CUST_2126,2,2023-12-18,Returning
CUST_2127,2,2023-12-21,Returning
CUST_2129,1,2024-01-16,New
CUST_2130,1,2023-11-28,New
CUST_2132,1,2023-12-15,New
CUST_2133,2,2023-12-01,Returning
CUST_2141,1,2023-10-26,New
CUST_2144,1,2024-08-11,New
CUST_2148,1,2024-04-26,New
CUST_2149,2,2024-01-03,Returning
CUST_2150,1,2024-02-17,New
CUST_2151,1,2024-03-02,New
CUST_2158,1,2024-05-28,New
CUST_2159,1,2024-01-27,New
CUST_2169,2,2024-06-26,Returning
CUST_2171,1,2024-03-03,New
CUST_2172,2,2024-01-01,Returning
CUST_2173,1,2024-03-14,New
CUST_2175,1,2023-11-10,New
CUST_2178,1,2023-11-20,New
CUST_2179,1,2024-04-21,New
CUST_2180,2,2024-04-16,Returning
CUST_2182,1,2024-01-18,New
CUST_2184,1,2024-04-13,New
CUST_2187,1,2023-12-16,New
CUST_2191,2,2024-01-06,Returning
CUST_2192,1,2024-08-03,New
CUST_2193,1,2024-01-17,New
CUST_2194,1,2024-08-16,New
CUST_2196,1,2024-06-28,New
CUST_2199,1,2024-08-23,New
CUST_2203,1,2024-06-25,New
CUST_2205,1,2024-09-28,New
CUST_2206,1,2024-06-15,New
CUST_2207,1,2023-11-27,New
CUST_2213,1,2024-03-05,New
CUST_2215,1,2023-12-13,New
CUST_2218,1,2024-09-01,New
CUST_2219,1,2024-01-07,New
CUST_2220,2,2024-06-10,Returning
CUST_2221,1,2024-01-12,New
CUST_2226,2,2023-10-12,Returning
CUST_2227,2,2024-08-22,Returning
CUST_2228,2,2024-03-07,Returning
CUST_2233,4,2023-11-23,Returning
CUST_2235,1,2024-09-06,New
CUST_2236,2,2024-03-11,Returning
CUST_2237,1,2023-11-06,New
CUST_2238,3,2023-12-12,Returning
CUST_2239,1,2024-03-13,New
CUST_2240,2,2024-03-31,Returning
CUST_2241,2,2023-11-27,Returning
CUST_2245,1,2024-02-18,New
CUST_2251,1,2024-05-08,New
CUST_2258,3,2024-05-14,Returning
CUST_2259,1,2023-12-14,New
CUST_2260,2,2024-01-12,Returning
CUST_2264,1,2023-10-28,New
CUST_2268,2,2024-03-25,Returning
CUST_2277,2,2024-05-17,Returning
CUST_2278,3,2023-12-01,Returning
CUST_2282,2,2024-08-13,Returning
CUST_2285,1,2024-09-03,New
CUST_2286,1,2024-05-13,New
CUST_2291,1,2023-12-17,New
CUST_2292,1,2024-01-12,New
CUST_2294,1,2024-01-03,New
CUST_2296,3,2024-01-23,Returning
CUST_2297,1,2024-05-27,New
CUST_2298,1,2023-10-05,New
CUST_2299,1,2024-07-29,New
CUST_2304,3,2024-03-14,Returning
CUST_2305,2,2024-03-13,Returning
CUST_2309,1,2024-01-16,New
CUST_2311,1,2024-02-03,New
CUST_2315,1,2024-03-21,New
CUST_2319,1,2023-10-15,New
CUST_2320,1,2024-02-17,New
CUST_2322,1,2024-09-05,New
CUST_2324,2,2023-11-10,Returning
CUST_2325,2,2023-11-05,Returning
CUST_2328,1,2023-12-16,New
CUST_2330,1,2024-03-22,New
CUST_2333,1,2024-08-31,New
CUST_2337,1,2024-02-16,New
CUST_2340,1,2024-03-01,New
CUST_2342,1,2024-03-07,New
CUST_2343,2,2023-12-15,Returning
CUST_2348,1,2023-12-07,New
CUST_2349,3,2023-11-27,Returning
CUST_2350,1,2024-04-13,New
CUST_2359,1,2024-02-12,New
CUST_2362,1,2023-10-07,New
CUST_2363,1,2024-02-04,New
CUST_2364,1,2024-09-14,New
CUST_2366,1,2023-12-09,New
CUST_2370,1,2024-06-17,New
CUST_2371,2,2024-08-20,Returning
CUST_2372,2,2024-02-15,Returning
CUST_2376,1,2023-12-12,New
CUST_2377,1,2024-07-14,New
CUST_2380,2,2023-12-25,Returning
CUST_2382,1,2023-10-17,New
CUST_2384,1,2024-07-15,New
CUST_2386,1,2023-11-02,New
CUST_2388,2,2024-01-26,Returning
CUST_2389,1,2024-08-23,New
CUST_2392,1,2024-08-06,New
CUST_2394,2,2024-02-12,Returning
CUST_2397,2,2023-10-05,Returning
CUST_2400,1,2024-07-29,New
CUST_2405,2,2024-02-22,Returning
CUST_2406,1,2024-08-09,New
CUST_2407,3,2023-11-04,Returning
CUST_2411,2,2023-10-31,Returning
CUST_2412,1,2024-07-28,New
CUST_2413,1,2024-02-04,New
CUST_2416,1,2024-03-06,New
CUST_2419,1,2024-08-27,New
CUST_2420,1,2023-12-26,New
CUST_2421,1,2024-01-01,New
CUST_2423,3,2024-01-11,Returning
CUST_2425,2,2024-02-14,Returning
CUST_2426,1,2023-11-06,New
CUST_2427,1,2024-03-07,New
CUST_2428,2,2024-01-21,Returning
CUST_2429,1,2024-08-14,New
CUST_2430,1,2023-10-07,New
CUST_2431,1,2024-08-17,New
CUST_2432,1,2024-02-25,New
CUST_2433,1,2024-08-16,New
CUST_2437,1,2024-01-11,New
CUST_2438,2,2024-02-07,Returning
CUST_2441,2,2024-06-13,Returning
CUST_2442,1,2024-01-05,New
CUST_2444,2,2023-11-12,Returning
CUST_2445,1,2024-03-03,New
CUST_2450,1,2024-02-10,New
CUST_2453,1,2024-08-24,New
CUST_2454,2,2024-02-07,Returning
CUST_2455,4,2023-10-15,Returning
CUST_2464,1,2024-07-18,New
CUST_2465,1,2023-12-10,New
CUST_2471,1,2024-08-30,New
CUST_2472,1,2024-04-22,New
CUST_2473,2,2024-02-21,Returning
CUST_2474,2,2024-01-11,Returning
CUST_2476,1,2024-03-27,New
CUST_2478,3,2023-12-05,Returning
CUST_2481,2,2024-02-18,Returning
CUST_2486,1,2024-04-17,New
CUST_2488,1,2024-03-20,New
CUST_2491,1,2024-04-26,New
CUST_2492,1,2024-01-21,New
CUST_2496,2,2024-05-03,Returning
CUST_2499,1,2024-06-18,New
CUST_2500,2,2023-10-16,Returning
CUST_2501,1,2023-12-30,New
CUST_2503,1,2024-09-11,New
CUST_2504,1,2023-12-24,New
CUST_2507,1,2024-06-09,New
CUST_2509,1,2024-09-08,New
CUST_2512,1,2024-05-17,New
CUST_2513,1,2024-06-17,New
CUST_2514,1,2024-05-10,New
CUST_2515,1,2024-03-01,New
CUST_2516,1,2023-12-12,New
CUST_2518,1,2024-08-13,New
CUST_2520,1,2024-03-09,New
CUST_2522,2,2023-11-24,Returning
CUST_2523,2,2023-10-21,Returning
CUST_2524,1,2024-01-22,New
CUST_2525,3,2023-11-20,Returning
CUST_2527,2,2024-04-15,Returning
CUST_2532,1,2024-08-04,New
CUST_2533,1,2024-01-19,New
CUST_2535,2,2023-11-19,Returning
CUST_2536,2,2024-03-14,Returning
CUST_2541,2,2023-10-15,Returning
CUST_2543,3,2023-11-29,Returning
CUST_2544,2,2024-01-05,Returning
CUST_2545,1,2024-07-17,New
CUST_2547,1,2024-08-24,New
CUST_2548,1,2024-05-22,New
CUST_2549,1,2024-07-24,New
CUST_2552,1,2024-02-09,New
CUST_2555,2,2023-11-08,Returning
CUST_2561,1,2024-02-03,New
CUST_2562,1,2024-04-23,New
CUST_2565,1,2024-08-04,New
CUST_2571,1,2024-02-10,New
CUST_2572,1,2024-08-12,New
CUST_2574,1,2024-08-07,New
CUST_2575,2,2024-02-04,Returning
CUST_2577,2,2024-03-15,Returning
CUST_2579,1,2023-11-22,New
CUST_2580,2,2023-12-14,Returning
CUST_2581,1,2024-06-15,New
CUST_2585,1,2024-07-20,New
CUST_2586,1,2024-02-10,New
CUST_2588,1,2024-06-23,New
CUST_2591,1,2024-08-22,New
CUST_2592,1,2023-11-14,New
CUST_2594,1,2024-03-20,New
CUST_2595,1,2024-09-19,New
CUST_2596,2,2024-05-18,Returning
CUST_2601,1,2024-07-27,New
CUST_2602,1,2024-05-13,New
CUST_2603,1,2024-03-05,New
CUST_2614,4,2023-12-13,Returning
CUST_2615,1,2024-02-19,New
CUST_2617,1,2023-11-08,New
CUST_2619,1,2023-11-18,New
CUST_2622,1,2024-09-06,New
CUST_2623,1,2023-11-05,New
CUST_2624,1,2023-11-03,New
CUST_2625,1,2024-06-12,New
CUST_2626,2,2024-04-24,Returning
CUST_2629,1,2024-01-29,New
CUST_2633,1,2024-06-24,New
CUST_2634,1,2024-06-06,New
CUST_2636,3,2024-02-19,Returning
CUST_2638,1,2024-05-13,New
CUST_2640,2,2024-03-23,Returning
CUST_2641,1,2024-08-21,New
CUST_2647,1,2023-10-28,New
CUST_2648,2,2023-10-13,Returning
CUST_2650,2,2024-04-06,Returning
CUST_2656,2,2024-02-16,Returning
CUST_2657,1,2023-11-04,New
CUST_2662,1,2024-05-20,New
CUST_2663,1,2024-08-15,New
CUST_2665,1,2024-04-06,New
CUST_2672,1,2024-05-30,New
CUST_2673,1,2024-08-22,New
CUST_2677,1,2023-10-06,New
CUST_2678,2,2024-06-20,Returning
CUST_2679,1,2024-04-19,New
CUST_2680,1,2024-03-07,New
CUST_2682,1,2023-11-27,New
CUST_2686,1,2024-09-17,New
CUST_2687,2,2023-10-19,Returning
CUST_2688,1,2023-10-31,New
CUST_2691,1,2024-09-08,New
CUST_2693,1,2023-11-14,New
CUST_2694,2,2024-01-16,Returning
CUST_2695,1,2024-04-08,New
CUST_2696,2,2023-11-29,Returning
CUST_2697,3,2024-02-06,Returning
CUST_2703,1,2024-03-22,New
CUST_2709,1,2024-05-07,New
CUST_2711,1,2024-02-01,New
CUST_2712,1,2023-11-30,New
CUST_2713,3,2023-10-22,Returning
CUST_2714,1,2024-09-05,New
CUST_2715,1,2024-04-09,New
CUST_2720,2,2024-02-22,Returning
CUST_2724,1,2023-11-04,New
CUST_2729,1,2024-02-11,New
CUST_2731,1,2023-12-18,New
CUST_2733,1,2024-01-15,New
CUST_2735,1,2024-02-18,New
CUST_2736,1,2024-06-14,New
CUST_2740,1,2024-07-16,New
CUST_2741,1,2024-09-02,New
CUST_2743,1,2024-04-05,New
CUST_2744,1,2024-01-26,New
CUST_2748,3,2024-01-11,Returning
CUST_2750,1,2024-05-09,New
CUST_2752,1,2024-01-07,New
CUST_2755,1,2024-01-28,New
CUST_2757,2,2023-11-02,Returning
CUST_2758,1,2023-11-24,New
CUST_2760,1,2024-03-06,New
CUST_2761,1,2024-04-03,New
CUST_2762,4,2023-10-28,Returning
CUST_2763,1,2024-03-07,New
CUST_2764,1,2023-11-03,New
CUST_2767,1,2024-04-21,New
CUST_2768,1,2024-02-29,New
CUST_2770,1,2024-03-29,New
CUST_2773,1,2024-09-09,New
CUST_2776,1,2024-01-23,New
CUST_2778,1,2024-01-03,New
CUST_2780,1,2024-08-24,New
CUST_2781,1,2024-04-28,New
CUST_2782,1,2024-05-02,New
CUST_2785,2,2024-01-20,Returning
CUST_2786,1,2024-09-18,New
CUST_2787,1,2024-01-23,New
CUST_2792,1,2023-11-20,New
CUST_2796,1,2024-04-13,New
CUST_2798,2,2023-12-01,Returning
CUST_2799,2,2024-01-03,Returning
CUST_2801,1,2024-08-30,New
CUST_2802,2,2024-01-15,Returning
CUST_2804,1,2024-05-29,New
CUST_2806,1,2024-01-14,New
CUST_2809,1,2023-12-12,New
CUST_2811,1,2023-11-13,New
CUST_2813,1,2024-09-27,New
CUST_2815,1,2024-04-05,New
CUST_2818,1,2024-01-06,New
CUST_2822,1,2024-06-07,New
